Região;Sigla_UF;UF;Código_IBGE_Município;Município;Tipo_Crime;Mês;Mês_Ano;PC-Qtde_Ocorrências
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Homicídio doloso;04;04/2010;49
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Homicídio doloso;05;05/2010;51
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Homicídio doloso;06;06/2010;40
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Homicídio doloso;07;07/2010;39
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Homicídio doloso;08;08/2010;35
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Homicídio doloso;09;09/2010;54
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Homicídio doloso;10;10/2010;71
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Homicídio doloso;11;11/2010;64
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Homicídio doloso;12;12/2010;44
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Lesão corporal seguida de morte;02;02/2010;2
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Lesão corporal seguida de morte;03;03/2010;1
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Lesão corporal seguida de morte;04;04/2010;1
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Lesão corporal seguida de morte;05;05/2010;1
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;01;01/2010;18
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;02;02/2010;19
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;03;03/2010;19
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;04;04/2010;22
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;05;05/2010;23
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;06;06/2010;18
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;07;07/2010;18
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;08;08/2010;29
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;09;09/2010;21
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;10;10/2010;18
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;11;11/2010;20
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo de veículo;12;12/2010;13
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo seguido de morte (latrocínio);01;01/2010;2
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo seguido de morte (latrocínio);04;04/2010;1
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo seguido de morte (latrocínio);05;05/2010;1
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo seguido de morte (latrocínio);07;07/2010;2
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo seguido de morte (latrocínio);08;08/2010;1
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo seguido de morte (latrocínio);10;10/2010;3
NORDESTE;PB;Paraíba;NI;Até 100.000 Habitantes;Roubo seguido de morte (latrocínio);12;12/2010;1
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;01;01/2010;3
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;02;02/2010;4
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;03;03/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;04;04/2010;5
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;05;05/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;06;06/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;07;07/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;08;08/2010;4
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;09;09/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;10;10/2010;4
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;11;11/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Estupro;12;12/2010;7
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;01;01/2010;8
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;02;02/2010;7
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;03;03/2010;5
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;04;04/2010;8
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;05;05/2010;5
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;06;06/2010;5
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;07;07/2010;5
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;09;09/2010;3
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;10;10/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;11;11/2010;5
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Furto de veículo;12;12/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;01;01/2010;9
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;02;02/2010;12
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;03;03/2010;6
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;04;04/2010;20
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;05;05/2010;16
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;06;06/2010;8
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;07;07/2010;6
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;08;08/2010;14
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;09;09/2010;10
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;10;10/2010;13
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;11;11/2010;7
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Homicídio doloso;12;12/2010;6
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Lesão corporal seguida de morte;11;11/2010;1
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;01;01/2010;4
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;02;02/2010;6
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;03;03/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;04;04/2010;3
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;05;05/2010;2
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;06;06/2010;7
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;07;07/2010;5
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;08;08/2010;9
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;09;09/2010;10
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;10;10/2010;5
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;11;11/2010;11
NORDESTE;PE;Pernambuco;2602902;Cabo De Santo Agostinho;Roubo de veículo;12;12/2010;12
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;01;01/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;02;02/2010;3
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;03;03/2010;3
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;05;05/2010;2
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;06;06/2010;3
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;07;07/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;08;08/2010;4
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;09;09/2010;2
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;11;11/2010;7
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Estupro;12;12/2010;4
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;01;01/2010;2
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;02;02/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;03;03/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;04;04/2010;4
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;05;05/2010;4
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;06;06/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;08;08/2010;1
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;09;09/2010;2
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;10;10/2010;3
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;11;11/2010;1
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Furto de veículo;12;12/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;01;01/2010;6
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;02;02/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;03;03/2010;4
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;04;04/2010;7
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;05;05/2010;2
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;06;06/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;07;07/2010;7
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;08;08/2010;4
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;09;09/2010;3
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;10;10/2010;1
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;11;11/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Homicídio doloso;12;12/2010;2
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;01;01/2010;3
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;02;02/2010;2
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;03;03/2010;1
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;05;05/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;06;06/2010;1
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;07;07/2010;8
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;08;08/2010;8
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;09;09/2010;4
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;10;10/2010;5
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;11;11/2010;11
NORDESTE;PE;Pernambuco;2603454;Camaragibe;Roubo de veículo;12;12/2010;7
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;01;01/2010;4
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;02;02/2010;4
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;03;03/2010;6
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;04;04/2010;3
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;05;05/2010;6
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;06;06/2010;2
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;07;07/2010;4
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;08;08/2010;2
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;09;09/2010;3
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;10;10/2010;5
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;11;11/2010;4
NORDESTE;PE;Pernambuco;2604106;Caruaru;Estupro;12;12/2010;1
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;01;01/2010;16
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;02;02/2010;10
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;03;03/2010;13
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;04;04/2010;10
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;05;05/2010;27
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;06;06/2010;21
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;07;07/2010;16
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;08;08/2010;20
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;09;09/2010;23
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;10;10/2010;23
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;11;11/2010;14
NORDESTE;PE;Pernambuco;2604106;Caruaru;Furto de veículo;12;12/2010;24
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;01;01/2010;9
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;02;02/2010;11
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;03;03/2010;14
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;04;04/2010;6
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;05;05/2010;6
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;06;06/2010;7
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;07;07/2010;8
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;08;08/2010;13
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;09;09/2010;10
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;10;10/2010;15
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;11;11/2010;6
NORDESTE;PE;Pernambuco;2604106;Caruaru;Homicídio doloso;12;12/2010;9
NORDESTE;PE;Pernambuco;2604106;Caruaru;Lesão corporal seguida de morte;10;10/2010;1
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;01;01/2010;21
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;02;02/2010;13
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;03;03/2010;28
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;04;04/2010;18
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;05;05/2010;24
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;06;06/2010;19
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;07;07/2010;15
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;08;08/2010;23
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;09;09/2010;18
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;10;10/2010;43
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;11;11/2010;20
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo de veículo;12;12/2010;10
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo seguido de morte (latrocínio);01;01/2010;2
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo seguido de morte (latrocínio);02;02/2010;1
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo seguido de morte (latrocínio);06;06/2010;1
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo seguido de morte (latrocínio);08;08/2010;3
NORDESTE;PE;Pernambuco;2604106;Caruaru;Roubo seguido de morte (latrocínio);12;12/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;01;01/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;03;03/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;05;05/2010;2
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;06;06/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;07;07/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;08;08/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;09;09/2010;3
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;10;10/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;11;11/2010;5
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Estupro;12;12/2010;5
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;01;01/2010;3
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;02;02/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;03;03/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;04;04/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;06;06/2010;2
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;07;07/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;08;08/2010;2
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;09;09/2010;2
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;10;10/2010;2
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;11;11/2010;5
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Furto de veículo;12;12/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;01;01/2010;9
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;02;02/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;03;03/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;04;04/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;05;05/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;06;06/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;07;07/2010;6
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;08;08/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;09;09/2010;5
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;10;10/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;11;11/2010;5
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Homicídio doloso;12;12/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Lesão corporal seguida de morte;04;04/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;01;01/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;02;02/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;03;03/2010;3
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;04;04/2010;2
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;05;05/2010;3
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;06;06/2010;4
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;07;07/2010;5
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;08;08/2010;5
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;09;09/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;10;10/2010;6
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;11;11/2010;7
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo de veículo;12;12/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo seguido de morte (latrocínio);04;04/2010;3
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo seguido de morte (latrocínio);05;05/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo seguido de morte (latrocínio);06;06/2010;1
NORDESTE;PE;Pernambuco;2606002;Garanhuns;Roubo seguido de morte (latrocínio);10;10/2010;1
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;01;01/2010;17
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;02;02/2010;11
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;03;03/2010;7
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;04;04/2010;16
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;05;05/2010;14
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;06;06/2010;12
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;07;07/2010;10
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;08;08/2010;11
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;09;09/2010;13
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;10;10/2010;9
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;11;11/2010;10
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Estupro;12;12/2010;12
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;01;01/2010;24
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;02;02/2010;23
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;03;03/2010;14
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;04;04/2010;20
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;05;05/2010;16
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;06;06/2010;12
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;07;07/2010;15
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;08;08/2010;14
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;09;09/2010;8
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;10;10/2010;8
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;11;11/2010;14
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Furto de veículo;12;12/2010;24
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;01;01/2010;34
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;02;02/2010;36
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;03;03/2010;25
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;04;04/2010;35
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;05;05/2010;28
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;06;06/2010;21
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;07;07/2010;30
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;08;08/2010;21
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;09;09/2010;20
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;10;10/2010;27
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;11;11/2010;17
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Homicídio doloso;12;12/2010;23
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Lesão corporal seguida de morte;03;03/2010;1
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Lesão corporal seguida de morte;05;05/2010;1
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Lesão corporal seguida de morte;09;09/2010;1
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;01;01/2010;39
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;02;02/2010;39
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;03;03/2010;48
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;04;04/2010;44
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;05;05/2010;53
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;06;06/2010;40
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;07;07/2010;35
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;08;08/2010;27
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;09;09/2010;29
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;10;10/2010;28
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;11;11/2010;40
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo de veículo;12;12/2010;39
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo seguido de morte (latrocínio);02;02/2010;1
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo seguido de morte (latrocínio);03;03/2010;1
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo seguido de morte (latrocínio);08;08/2010;2
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo seguido de morte (latrocínio);11;11/2010;1
NORDESTE;PE;Pernambuco;2607901;Jaboatão Dos Guararapes;Roubo seguido de morte (latrocínio);12;12/2010;1
NORDESTE;PE;Pernambuco;2609600;Olinda;Estupro;01;01/2010;8
